edd_id,customer_id,investigation_start,investigation_end,edd_reason,steps_taken,outcome,notes,senior_reviewer,regulatory_filing
EDD_278EADA084,CUST_E3FD6517,2023-01-18,2023-03-04,Unusual transaction patterns detected,"Management review, Source of wealth verification, External database screening, Regulatory filing assessment, Transaction pattern analysis, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,William Taylor,No filing required
EDD_E1D7CD1F77,CUST_E3FD6517,2023-02-02,2023-02-23,PEP association identified,"Source of wealth verification, Regulatory filing assessment, External database screening, Management review, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_9CFC55C0EA,CUST_E3FD6517,2023-02-22,2023-03-22,Geographic risk factors,"Beneficial ownership analysis, Source of wealth verification, Regulatory filing assessment, Management review",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_C75BDC4FC1,CUST_E3FD6517,2023-03-13,2023-04-13,PEP association identified,"Regulatory filing assessment, External database screening, Source of wealth verification",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,James Wilson,No filing required
EDD_269FCEDAEB,CUST_E3FD6517,2023-04-17,2023-05-17,Geographic risk factors,"Transaction pattern analysis, Management review, Regulatory filing assessment, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Robert Johnson,No filing required
EDD_C3BA9046D2,CUST_E3FD6517,2023-05-22,2023-06-20,Elevated risk score,"External database screening, Transaction pattern analysis, Source of wealth verification, Enhanced document collection, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_FD3C59EC32,CUST_E3FD6517,2023-06-09,2023-07-08,Source of funds verification required,"Transaction pattern analysis, Source of wealth verification, Regulatory filing assessment, Management review, External database screening",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_C0C37E84D8,CUST_E3FD6517,2023-07-14,2023-08-26,Geographic risk factors,"Transaction pattern analysis, Source of wealth verification, Beneficial ownership analysis, Enhanced document collection, Management review",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_1C70079DDB,CUST_E3FD6517,2023-08-08,2023-09-05,Large value transactions,"Management review, Transaction pattern analysis, Source of wealth verification, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_56B39CFF1E,CUST_E3FD6517,2023-09-05,2023-09-24,PEP association identified,"Beneficial ownership analysis, Source of wealth verification, Enhanced document collection, External database screening, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_2EC24E38AB,CUST_E3FD6517,2023-10-15,2023-11-08,PEP association identified,"Management review, Regulatory filing assessment, External database screening, Transaction pattern analysis, Beneficial ownership analysis, Source of wealth verification",account_closed,EDD investigation completed. Customer account closed.,Lisa Anderson,No filing required
EDD_5433A6B971,CUST_E3FD6517,2023-11-27,2023-12-15,Source of funds verification required,"Management review, External database screening, Enhanced document collection, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_D9DA50EA75,CUST_E3FD6517,2023-12-21,2024-01-30,Geographic risk factors,"Beneficial ownership analysis, Enhanced document collection, Regulatory filing assessment, Source of wealth verification, Management review, External database screening",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_FD07BEAFDE,CUST_E3FD6517,2024-01-13,2024-01-23,Large value transactions,"Beneficial ownership analysis, Transaction pattern analysis, Management review, Enhanced document collection, Regulatory filing assessment, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,James Wilson,No filing required
EDD_0ECE4D3D6C,CUST_E3FD6517,2024-02-19,2024-03-10,Sanctions screening alert,"Source of wealth verification, Transaction pattern analysis, Regulatory filing assessment, Management review, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_A877180A0C,CUST_E3FD6517,2024-03-31,2024-05-10,PEP association identified,"Source of wealth verification, Regulatory filing assessment, Beneficial ownership analysis, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,David Kim,No filing required
EDD_28BEE807E0,CUST_E3FD6517,2024-05-02,2024-06-12,Geographic risk factors,"Transaction pattern analysis, Management review, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_F7EAB142EB,CUST_E3FD6517,2024-06-01,2024-06-26,PEP association identified,"Regulatory filing assessment, Source of wealth verification, Enhanced document collection, Management review, Transaction pattern analysis",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Lisa Anderson,No filing required
EDD_2BBBA075E4,CUST_E3FD6517,2024-07-15,2024-08-12,Source of funds verification required,"Regulatory filing assessment, Source of wealth verification, External database screening",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_19873455AA,CUST_E3FD6517,2024-08-16,2024-09-15,Sanctions screening alert,"Transaction pattern analysis, Management review, Beneficial ownership analysis, External database screening, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,William Taylor,No filing required
EDD_8FD99AC326,CUST_E3FD6517,2024-09-29,2024-10-23,Elevated risk score,"Source of wealth verification, External database screening, Enhanced document collection, Beneficial ownership analysis, Management review",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_1E3E92F01B,CUST_E3FD6517,2024-10-19,2024-11-24,Elevated risk score,"Management review, Enhanced document collection, Source of wealth verification, Beneficial ownership analysis, External database screening, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,David Kim,No filing required
EDD_62E10F45CB,CUST_E3FD6517,2024-11-30,2024-12-16,Source of funds verification required,"Enhanced document collection, Regulatory filing assessment, Transaction pattern analysis, Management review",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_270F1F6D17,CUST_E3FD6517,2024-12-25,2025-01-19,Geographic risk factors,"Regulatory filing assessment, External database screening, Management review",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_FC0740A730,CUST_E3FD6517,2025-01-16,2025-01-25,Geographic risk factors,"External database screening, Transaction pattern analysis, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Robert Johnson,No filing required
EDD_02909A3683,CUST_E3FD6517,2025-02-18,2025-03-20,Elevated risk score,"External database screening, Regulatory filing assessment, Beneficial ownership analysis, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_744C2F18AB,CUST_E3FD6517,2025-03-20,2025-04-06,Source of funds verification required,"Regulatory filing assessment, Beneficial ownership analysis, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Jessica Martinez,SAR Filed
EDD_5B4EBCC303,CUST_E3FD6517,2025-04-06,2025-04-30,Geographic risk factors,"Transaction pattern analysis, Regulatory filing assessment, Enhanced document collection, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_AFA7FE0568,CUST_E3FD6517,2025-05-08,2025-05-28,Source of funds verification required,"External database screening, Enhanced document collection, Management review, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_EC71208529,CUST_E3FD6517,2025-06-04,2025-07-17,Large value transactions,"Source of wealth verification, External database screening, Management review, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_955C8285B4,CUST_E3FD6517,2025-07-07,2025-07-22,PEP association identified,"Management review, Beneficial ownership analysis, Transaction pattern analysis, Source of wealth verification, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_858DF0CBB3,CUST_E3FD6517,2025-07-22,2025-09-04,Unusual transaction patterns detected,"Transaction pattern analysis, Regulatory filing assessment, Management review, Source of wealth verification, Enhanced document collection, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Sarah Chen,No filing required
EDD_C520387666,CUST_E3FD6517,2025-08-22,2025-09-15,Large value transactions,"Enhanced document collection, Transaction pattern analysis, Beneficial ownership analysis, External database screening, Management review",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_A7D8D2D41F,CUST_E3FD6517,2025-09-29,2025-11-03,Sanctions screening alert,"Enhanced document collection, Management review, Regulatory filing assessment, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
